,,,vancouverisland (CA-Ca3),,,,oregonYP (US-Me6),,,,WREF NEON,,,,ABBY NEON,,
12/24/20,2020,359,0.38466,0.38074,0.00223,,0.3718,0.37085,0.00171,,0.3578,0.35834,0.00238,,0.37097,0.38105,0.00274
12/25/20,2020,360,0.37233,0.38065,0.00227,,0.37276,0.3707,0.00173,,0.35697,0.35694,0.00245,,0.38498,0.37996,0.00285
12/26/20,2020,361,0.37963,0.37981,0.00223,,0.37372,0.37065,0.00171,,0.34157,0.35605,0.00253,,0.38332,0.37949,0.00293
12/27/20,2020,362,0.3773,0.37837,0.00217,,0.36682,0.37061,0.00168,,0.35901,0.35555,0.00246,,0.37799,0.37982,0.00285
12/28/20,2020,363,0.38495,0.37672,0.0022,,0.36535,0.37058,0.00171,,0.36149,0.35509,0.00246,,0.36869,0.38067,0.00274
12/29/20,2020,364,0.37959,0.37528,0.00231,,0.36206,0.37054,0.00173,,0.35942,0.35488,0.00253,,0.37979,0.38177,0.00274
12/30/20,2020,365,0.37493,0.37444,0.00238,,0.3716,0.37057,0.00171,,0.3478,0.35516,0.00249,,0.38564,0.38285,0.00285
12/31/20,2020,366,0.38046,0.37405,0.00233,,0.37376,0.37068,0.00171,,0.36226,0.35559,0.00253,,0.38385,0.38365,0.00293
1/1/21,2021,1,0.34975,0.37379,0.00233,,0.37096,0.37071,0.00173,,0.3494,0.35627,0.00246,,0.38813,0.38433,0.00286
1/2/21,2021,2,0.37125,0.37372,0.00238,,0.37176,0.37073,0.00171,,0.35231,0.35731,0.00246,,0.38915,0.38515,0.00275
1/3/21,2021,3,0.37645,0.37406,0.00232,,0.37299,0.37082,0.00168,,0.36585,0.35806,0.00253,,0.38766,0.38596,0.00275
1/4/21,2021,4,0.38042,0.3747,0.0023,,0.37397,0.37092,0.00171,,0.35337,0.35851,0.00249,,0.38927,0.38661,0.00286
1/5/21,2021,5,0.36849,0.37531,0.00233,,0.37421,0.37093,0.00173,,0.36337,0.35893,0.00253,,0.38835,0.38695,0.00293
1/6/21,2021,6,0.38227,0.37608,0.00225,,0.37408,0.3709,0.00171,,0.35854,0.35925,0.00246,,0.38584,0.38691,0.00286
1/7/21,2021,7,0.38205,0.37728,0.00215,,0.36797,0.37088,0.00171,,0.36146,0.35958,0.00246,,0.384,0.38658,0.00278
1/8/21,2021,8,0.37863,0.37863,0.00212,,0.37065,0.37081,0.00173,,0.36115,0.35984,0.00253,,0.38426,0.38607,0.00282
1/9/21,2021,9,0.3861,0.37984,0.0022,,0.36806,0.37062,0.0017,,0.36329,0.35988,0.00249,,0.38158,0.38553,0.00296
1/10/21,2021,10,0.37176,0.38064,0.00226,,0.36557,0.37034,0.00165,,0.35724,0.35985,0.00253,,0.3821,0.38506,0.00306
1/11/21,2021,11,0.37748,0.381,0.00222,,0.37065,0.36999,0.00163,,0.35772,0.35985,0.00245,,0.39083,0.38473,0.003
1/12/21,2021,12,0.38764,0.38114,0.00214,,0.37141,0.3696,0.00165,,0.3511,0.35975,0.00238,,0.38591,0.38443,0.00302
1/13/21,2021,13,0.37909,0.38111,0.00214,,0.36648,0.36921,0.0017,,0.36433,0.35959,0.00245,,NA,0.38402,0.00311
1/14/21,2021,14,0.3816,0.38098,0.00222,,0.36635,0.36884,0.00173,,0.36096,0.3594,0.00253,,0.38017,0.38348,0.00302
1/15/21,2021,15,0.38028,0.38084,0.00227,,0.37128,0.36839,0.00171,,0.36,0.35933,0.00246,,0.3855,0.38288,0.003
1/16/21,2021,16,0.37923,0.38059,0.0022,,0.37142,0.36784,0.00168,,0.35996,0.35931,0.00246,,0.38201,0.38226,0.00306
1/17/21,2021,17,0.3802,0.38018,0.00212,,0.37273,0.36731,0.00171,,0.36015,0.35912,0.00253,,0.3907,0.38143,0.00296
1/18/21,2021,18,0.38339,0.37969,0.00214,,0.3646,0.36695,0.00173,,0.35747,0.35873,0.00249,,0.37328,0.38029,0.00282
1/19/21,2021,19,0.38407,0.37923,0.00226,,0.3666,0.36665,0.00171,,0.35832,0.35825,0.00253,,0.37355,0.3791,0.00278
1/20/21,2021,20,0.37339,0.37888,0.00234,,0.36866,0.36632,0.00171,,0.36063,0.3574,0.00246,,0.38282,0.3781,0.00286
1/21/21,2021,21,0.37681,0.3785,0.00233,,0.37451,0.36613,0.00173,,0.35146,0.35625,0.00246,,0.38414,0.37754,0.00293
1/22/21,2021,22,0.37727,0.37801,0.00239,,0.35501,0.36607,0.00171,,0.35755,0.35531,0.00253,,0.37182,0.37751,0.00286
1/23/21,2021,23,0.3781,0.37769,0.00248,,0.362,0.36605,0.00169,,0.35622,0.35429,0.00249,,0.3725,0.37783,0.00275
1/24/21,2021,24,0.34902,0.37753,0.00243,,0.36158,0.36607,0.00172,,0.351,0.35335,0.00253,,0.37721,0.37836,0.00275
1/25/21,2021,25,0.37667,0.37739,0.00245,,0.3661,0.36613,0.00175,,0.35869,0.35265,0.00246,,0.37943,0.37896,0.00286
1/26/21,2021,26,0.37692,0.37737,0.00252,,0.36585,0.36641,0.00171,,0.34647,0.3519,0.00246,,0.37534,0.37949,0.00293
1/27/21,2021,27,0.34692,0.37768,0.00245,,0.36603,0.36688,0.00171,,0.34534,0.35157,0.00253,,0.38189,0.3802,0.00285
1/28/21,2021,28,0.37928,0.37834,0.00232,,0.36831,0.3672,0.00173,,0.3566,0.35181,0.00249,,0.38206,0.38126,0.00274
1/29/21,2021,29,0.38077,0.37911,0.00228,,0.3646,0.36756,0.00171,,0.35757,0.35225,0.00253,,0.38327,0.38239,0.00274
1/30/21,2021,30,0.37653,0.37976,0.00233,,0.37095,0.3682,0.0017,,0.34527,0.35324,0.00245,,0.3851,0.38331,0.00285
1/31/21,2021,31,0.37838,0.38006,0.00236,,0.37426,0.36879,0.00173,,0.3542,0.35488,0.00238,,0.38779,0.38376,0.00293
2/1/21,2021,32,0.37714,0.38021,0.00227,,0.3764,0.36903,0.00177,,0.35255,0.35656,0.00245,,0.38396,0.38416,0.00288
2/2/21,2021,33,0.38178,0.38042,0.00217,,0.36835,0.36895,0.00175,,0.35761,0.35765,0.00253,,0.3879,0.38464,0.00289
2/3/21,2021,34,0.38232,0.38047,0.00215,,0.36411,0.36879,0.00177,,0.36062,0.35877,0.00246,,0.37985,0.38444,0.00296
2/4/21,2021,35,0.37959,0.38015,0.00223,,0.36603,0.36857,0.0018,,0.36212,0.36017,0.00246,,0.38079,0.38302,0.00288
2/5/21,2021,36,0.38185,0.37921,0.0023,,0.36963,0.36806,0.00177,,0.36527,0.36065,0.00253,,0.38164,0.38093,0.00287
2/6/21,2021,37,0.38005,0.37712,0.00227,,0.36972,0.36716,0.00171,,0.35707,0.35961,0.00249,,0.37564,0.37903,0.00293
2/7/21,2021,38,0.37929,0.37398,0.00227,,NA,0.36608,0.00169,,0.36195,0.35825,0.00253,,0.38026,0.377,0.00286
2/8/21,2021,39,0.37688,0.37052,0.00236,,0.36802,0.365,0.00171,,0.35913,0.35626,0.00245,,0.3834,0.37435,0.00278
2/9/21,2021,40,0.37604,0.36746,0.00251,,0.36562,0.36409,0.00177,,0.35804,0.35315,0.00238,,0.37177,0.37162,0.00282
2/10/21,2021,41,0.36588,0.36553,0.00261,,0.3629,0.36356,0.0018,,0.35511,0.35006,0.00245,,0.37856,0.36939,0.00296
2/11/21,2021,42,0.34768,0.36404,0.0026,,0.36536,0.36331,0.00176,,0.34738,0.34817,0.00253,,0.37785,0.36821,0.00306
2/12/21,2021,43,0.36609,0.36244,0.00266,,0.35534,0.36312,0.00173,,0.33761,0.34724,0.00246,,0.33779,0.36815,0.00299
2/13/21,2021,44,0.34566,0.36171,0.00275,,0.35794,0.363,0.00174,,0.33761,0.34646,0.00246,,0.34723,0.36873,0.00287
2/14/21,2021,45,0.3442,0.36256,0.00263,,0.35841,0.36293,0.00176,,0.33664,0.34613,0.00253,,0.33276,0.36971,0.00288
2/15/21,2021,46,0.36675,0.36432,0.00255,,0.36131,0.3631,0.00172,,0.33776,0.34685,0.00249,,0.37594,0.37083,0.003
2/16/21,2021,47,0.38123,0.36585,0.00258,,0.36694,0.36347,0.00171,,0.35786,0.34789,0.00253,,0.3779,0.37186,0.00308
2/17/21,2021,48,0.37433,0.36758,0.00248,,0.36279,0.36374,0.00173,,0.36101,0.34921,0.00245,,0.38154,0.37334,0.00299
2/18/21,2021,49,0.37303,0.37028,0.00234,,0.36755,0.36399,0.0017,,0.35643,0.35142,0.00238,,0.37914,0.3756,0.00285
2/19/21,2021,50,0.37426,0.37328,0.00228,,0.36607,0.36438,0.00168,,0.35292,0.35376,0.00245,,0.37923,0.37811,0.00281
2/20/21,2021,51,0.37408,0.37592,0.00234,,0.36477,0.36482,0.00171,,0.36039,0.35546,0.00253,,0.38203,0.3803,0.00288
2/21/21,2021,52,0.38195,0.37751,0.0024,,0.36994,0.36519,0.00175,,0.35082,0.35643,0.00246,,0.38267,0.38164,0.00294
2/22/21,2021,53,0.38136,0.3778,0.00237,,0.37016,0.36553,0.00173,,0.3512,0.35715,0.00246,,0.38021,0.38167,0.00286
2/23/21,2021,54,NA,0.37726,0.00231,,0.36618,0.3659,0.00173,,0.35891,0.35777,0.00253,,0.38344,0.38096,0.00287
2/24/21,2021,55,0.37168,0.37631,0.00233,,0.36267,0.36626,0.00175,,0.35771,0.35793,0.00249,,0.3757,0.38044,0.00296
2/25/21,2021,56,0.37996,0.3754,0.00243,,0.36689,0.36657,0.00171,,0.35938,0.35798,0.00253,,0.37844,0.37999,0.0029
2/26/21,2021,57,0.37757,0.37496,0.00249,,0.36497,0.36681,0.00168,,0.35866,0.35843,0.00246,,0.38323,0.3792,0.00288
2/27/21,2021,58,0.37238,0.37487,0.00242,,0.3645,0.36705,0.0017,,0.36008,0.35895,0.00246,,0.37774,0.37865,0.00293
2/28/21,2021,59,0.3604,0.37476,0.00229,,0.36395,0.36731,0.00173,,0.36091,0.35932,0.00253,,0.37932,0.37842,0.00285
3/1/21,2021,60,0.3826,0.37466,0.00225,,0.36722,0.36761,0.00171,,0.3588,0.35946,0.00249,,0.37613,0.37821,0.00274
3/2/21,2021,61,0.37199,0.37464,0.00231,,0.36606,0.36792,0.00172,,0.35892,0.35952,0.00253,,0.37606,0.37801,0.00274
3/3/21,2021,62,0.3784,0.37473,0.00236,,0.36632,0.36822,0.00176,,0.35852,0.35943,0.00246,,0.37524,0.37781,0.00285
3/4/21,2021,63,0.37116,0.37518,0.0023,,0.36896,0.36855,0.00173,,0.36041,0.35916,0.00246,,0.37777,0.37762,0.00293
3/5/21,2021,64,0.37571,0.37589,0.00228,,0.37595,0.36894,0.0017,,0.35715,0.35897,0.00253,,0.3786,0.37743,0.00285
3/6/21,2021,65,0.38151,0.37642,0.00231,,0.3726,0.36935,0.00169,,0.3615,0.35888,0.00249,,0.38006,0.37726,0.00274
3/7/21,2021,66,0.3797,0.3768,0.00223,,0.3728,0.36978,0.00173,,0.35755,0.35879,0.00253,,0.37966,0.3771,0.00274
3/8/21,2021,67,0.37512,0.37726,0.00222,,0.3688,0.37017,0.00179,,0.35504,0.35873,0.00245,,0.37685,0.37696,0.00285
3/9/21,2021,68,0.37361,0.37755,0.00229,,0.3689,0.37052,0.00182,,0.36111,0.35865,0.00238,,0.37744,0.37685,0.00293
3/10/21,2021,69,0.3785,0.37757,0.00225,,NA,0.3708,0.00179,,0.35983,0.3586,0.00245,,0.3746,0.37671,0.00285
3/11/21,2021,70,0.37773,0.3774,0.00219,,0.37109,0.37102,0.00175,,0.35878,0.35864,0.00253,,0.37497,0.37651,0.00274
3/12/21,2021,71,0.38001,0.37713,0.00222,,0.36742,0.37122,0.00177,,0.35891,0.35878,0.00246,,0.37496,0.37632,0.00274
3/13/21,2021,72,0.37907,0.37688,0.00232,,0.36891,0.37143,0.0018,,0.35943,0.35899,0.00246,,0.37525,0.3762,0.00285
3/14/21,2021,73,0.37152,0.37672,0.00238,,0.37415,0.37161,0.00177,,0.35796,0.35922,0.00253,,0.3798,0.3762,0.00293
3/15/21,2021,74,NA,0.37652,0.00233,,0.37187,0.37173,0.00177,,0.35864,0.35957,0.00249,,0.37664,0.3764,0.00285
3/16/21,2021,75,0.37851,0.37624,0.00232,,0.36989,0.37188,0.00179,,0.359,0.35992,0.00253,,0.37463,0.37675,0.00274
3/17/21,2021,76,0.37738,0.3761,0.00237,,0.36986,0.37207,0.00176,,0.36018,0.36019,0.00246,,0.37551,0.37719,0.00274
3/18/21,2021,77,0.37601,0.37611,0.0023,,0.37465,0.37226,0.00174,,0.36056,0.36048,0.00246,,0.37816,0.37761,0.00285
3/19/21,2021,78,0.37264,0.37615,0.00228,,0.37651,0.37247,0.00177,,0.35993,0.36074,0.00253,,0.37779,0.37794,0.00293
3/20/21,2021,79,0.37517,0.37625,0.0023,,0.37171,0.37268,0.0018,,0.36527,0.36102,0.00249,,0.38074,0.37822,0.00285
3/21/21,2021,80,0.37642,0.37646,0.00223,,0.37543,0.37279,0.00178,,0.36153,0.36129,0.00253,,0.37944,0.37851,0.00274
3/22/21,2021,81,0.37896,0.3768,0.00213,,0.37315,0.37283,0.00179,,0.36236,0.36146,0.00246,,0.37895,0.3788,0.00274
3/23/21,2021,82,0.37778,0.3772,0.00212,,NA,0.37299,0.00183,,0.36105,0.36159,0.00246,,0.37655,0.37903,0.00285
3/24/21,2021,83,0.37448,0.3776,0.00221,,0.37187,0.37321,0.0018,,0.3559,0.36172,0.00253,,0.37982,0.37918,0.00293
3/25/21,2021,84,0.38005,0.37794,0.00228,,0.37533,0.37341,0.00177,,0.36399,0.36173,0.00249,,0.37985,0.37921,0.00285
3/26/21,2021,85,0.37996,0.37831,0.00223,,0.36973,0.37363,0.00178,,0.36329,0.36174,0.00253,,0.37911,0.37914,0.00274
3/27/21,2021,86,0.3788,0.37873,0.00222,,0.37153,0.37394,0.0018,,0.36184,0.36191,0.00245,,0.37803,0.37903,0.00274
3/28/21,2021,87,0.37724,0.37907,0.00226,,0.3776,0.37442,0.00176,,0.36116,0.36213,0.00238,,0.38229,0.37892,0.00285
3/29/21,2021,88,0.37979,0.37937,0.0022,,0.37456,0.375,0.00174,,0.36346,0.36237,0.00245,,0.37808,0.37887,0.00293
3/30/21,2021,89,0.37921,0.37967,0.0022,,0.37175,0.37549,0.00176,,0.36235,0.3626,0.00253,,0.37767,0.37888,0.00285
3/31/21,2021,90,0.37935,0.37985,0.00226,,0.37176,0.37596,0.00173,,0.36205,0.36288,0.00246,,0.37809,0.37889,0.00274
4/1/21,2021,91,0.37986,0.37985,0.0022,,0.37526,0.37654,0.00169,,0.36324,0.3632,0.00246,,0.37846,0.37891,0.00274
4/2/21,2021,92,0.38015,0.37969,0.00211,,0.38056,0.37716,0.00168,,0.36274,0.36345,0.00253,,0.37837,0.37893,0.00285
4/3/21,2021,93,0.38173,0.37948,0.00211,,0.38049,0.37777,0.00172,,0.36356,0.36362,0.00249,,0.37931,0.37894,0.00293
4/4/21,2021,94,0.37876,0.37928,0.0022,,0.38418,0.3783,0.00178,,0.36533,0.36377,0.00253,,0.37962,0.37894,0.00287
4/5/21,2021,95,0.37952,0.37917,0.00226,,0.37811,0.37871,0.00182,,0.36438,0.36385,0.00246,,0.37887,0.37894,0.00287
4/6/21,2021,96,0.38093,0.37903,0.0022,,0.37836,0.37892,0.00179,,0.36382,0.36388,0.00246,,0.37955,0.37897,0.00293
4/7/21,2021,97,0.38123,0.37877,0.00211,,0.38158,0.37899,0.00177,,0.36275,0.36394,0.00253,,0.38049,0.37894,0.00287
4/8/21,2021,98,0.37813,0.37851,0.00211,,NA,0.37904,0.0018,,0.36555,0.36389,0.00249,,0.37787,0.37885,0.00287
4/9/21,2021,99,0.37118,0.37842,0.0022,,0.37803,0.37921,0.00183,,0.36456,0.36386,0.00253,,0.37954,0.37891,0.00293
4/10/21,2021,100,0.37947,0.37863,0.00226,,0.37971,0.37929,0.00181,,0.36312,0.36398,0.00246,,0.37987,0.37915,0.00285
4/11/21,2021,101,0.37971,0.37929,0.0022,,0.37777,0.37922,0.00181,,0.36315,0.3641,0.00246,,0.37839,0.37943,0.00274
4/12/21,2021,102,0.37882,0.3803,0.00211,,0.37744,0.37934,0.00184,,0.36352,0.36431,0.00253,,0.37842,0.37979,0.00274
4/13/21,2021,103,0.37999,0.38148,0.00211,,0.3819,0.37963,0.00181,,0.36446,0.36477,0.00249,,0.37882,0.38021,0.00285
4/14/21,2021,104,0.38142,0.38263,0.0022,,0.37671,0.3799,0.0018,,0.36485,0.36527,0.00253,,0.37955,0.38072,0.00293
4/15/21,2021,105,0.38349,0.38355,0.00226,,0.37879,0.38021,0.00183,,0.36541,0.36575,0.00245,,0.38091,0.3814,0.00285
4/16/21,2021,106,0.38526,0.38459,0.0022,,0.37726,0.38062,0.00186,,0.36633,0.36636,0.00238,,0.38211,0.38227,0.00274
4/17/21,2021,107,0.38657,0.38583,0.0022,,NA,0.38124,0.00184,,0.36752,0.36698,0.00245,,0.38364,0.38323,0.00274
4/18/21,2021,108,0.38771,0.38671,0.00226,,0.38155,0.38202,0.00184,,0.36887,0.36748,0.00253,,0.38559,0.38413,0.00285
4/19/21,2021,109,0.39022,0.38703,0.0022,,0.38857,0.38275,0.00188,,0.36897,0.36789,0.00246,,0.38616,0.38488,0.00293
4/20/21,2021,110,0.38876,0.38714,0.0022,,0.38319,0.38352,0.00185,,0.36855,0.36826,0.00246,,0.38611,0.3855,0.00285
4/21/21,2021,111,0.38835,0.38723,0.00226,,0.38338,0.38445,0.00181,,0.36907,0.36861,0.00253,,0.38696,0.38607,0.00274
4/22/21,2021,112,0.38837,0.38718,0.0022,,NA,0.38539,0.00183,,0.36679,0.36883,0.00249,,0.38734,0.3866,0.00274
4/23/21,2021,113,0.38433,0.38683,0.00211,,0.38832,0.38622,0.00186,,0.3689,0.36902,0.00253,,0.38447,0.38709,0.00285
4/24/21,2021,114,0.3827,0.38636,0.00211,,0.38887,0.38699,0.00182,,0.36835,0.36926,0.00246,,0.38815,0.38752,0.00293
4/25/21,2021,115,0.3882,0.38593,0.0022,,0.38606,0.38781,0.00179,,0.37106,0.36947,0.00246,,0.38741,0.38784,0.00287
4/26/21,2021,116,0.38489,0.3857,0.00226,,0.38879,0.38856,0.00179,,0.36918,0.3697,0.00253,,0.38925,0.38806,0.00287
4/27/21,2021,117,0.38148,0.38566,0.0022,,0.38522,0.38922,0.00176,,0.36918,0.37004,0.00249,,0.38607,0.3883,0.00293
4/28/21,2021,118,0.38492,0.38565,0.0022,,0.3885,0.38986,0.00169,,0.37038,0.37037,0.00253,,0.38869,0.38857,0.00287
4/29/21,2021,119,0.38791,0.38569,0.00226,,0.39124,0.39046,0.00165,,0.37158,0.37063,0.00246,,0.3893,0.38882,0.00287
4/30/21,2021,120,0.38921,0.38595,0.0022,,0.39416,0.39104,0.00167,,0.37032,0.3709,0.00246,,0.38887,0.38904,0.00293
5/1/21,2021,121,0.3853,0.3864,0.0022,,0.39326,0.39156,0.00171,,0.37212,0.37112,0.00253,,0.39193,0.38925,0.00285
5/2/21,2021,122,0.3882,0.3867,0.00226,,0.39188,0.39204,0.00174,,0.37081,0.37124,0.00249,,0.38829,0.38944,0.00274
5/3/21,2021,123,0.38307,0.38671,0.0022,,0.39101,0.39246,0.00171,,0.37255,0.37134,0.00253,,0.39031,0.38961,0.00274
5/4/21,2021,124,0.3886,0.3866,0.00211,,0.39098,0.39282,0.00169,,0.37123,0.37148,0.00245,,0.38903,0.38975,0.00285
5/5/21,2021,125,0.38387,0.38646,0.00211,,0.39351,0.39316,0.00171,,0.37107,0.3716,0.00238,,0.38758,0.38987,0.00293
5/6/21,2021,126,0.3918,0.38637,0.0022,,0.39788,0.3935,0.00175,,0.3714,0.37172,0.00245,,0.38963,0.38997,0.00285
5/7/21,2021,127,0.38866,0.38639,0.00226,,0.3918,0.39381,0.00172,,0.37073,0.37187,0.00253,,0.39292,0.39006,0.00274
5/8/21,2021,128,0.38431,0.38644,0.0022,,0.39782,0.39407,0.00171,,0.3721,0.37214,0.00246,,0.38967,0.39012,0.00274
5/9/21,2021,129,0.38605,0.38647,0.0022,,0.3948,0.39434,0.00173,,0.37303,0.37248,0.00246,,0.38968,0.39017,0.00285
5/10/21,2021,130,0.38621,0.38663,0.00226,,0.39169,0.3946,0.00171,,0.37235,0.37273,0.00253,,0.38964,0.39019,0.00293
5/11/21,2021,131,0.38588,0.38694,0.0022,,0.39083,0.39482,0.00168,,0.37189,0.37299,0.00249,,0.38947,0.39012,0.00285
5/12/21,2021,132,0.38189,0.3873,0.0022,,0.39368,0.39503,0.00171,,0.37377,0.37322,0.00253,,0.39208,0.38996,0.00274
5/13/21,2021,133,0.38915,0.38775,0.00226,,0.39287,0.39524,0.00173,,0.37521,0.37329,0.00246,,0.39034,0.38976,0.00274
5/14/21,2021,134,0.3897,0.38834,0.0022,,0.40043,0.39549,0.00171,,0.37328,0.37332,0.00246,,0.38903,0.3896,0.00285
5/15/21,2021,135,0.39026,0.38907,0.00211,,0.39531,0.39575,0.00171,,0.37316,0.37329,0.00253,,0.38954,0.38955,0.00293
5/16/21,2021,136,0.39215,0.38991,0.00211,,0.39502,0.39597,0.00173,,0.37393,0.37309,0.00249,,0.39013,0.38942,0.00287
5/17/21,2021,137,0.39184,0.39079,0.0022,,0.40009,0.39613,0.00171,,0.37263,0.37284,0.00253,,0.3903,0.38921,0.00287
5/18/21,2021,138,0.39092,0.39168,0.00226,,0.39601,0.39625,0.00169,,0.373,0.37254,0.00246,,0.39182,0.38925,0.00293
5/19/21,2021,139,0.39024,0.39253,0.0022,,0.39655,0.39637,0.00172,,0.37053,0.37209,0.00246,,0.38482,0.38944,0.00287
5/20/21,2021,140,0.39285,0.39338,0.00211,,0.3938,0.39649,0.00175,,0.37089,0.37179,0.00253,,0.3907,0.38962,0.00287
5/21/21,2021,141,0.39473,0.39425,0.00211,,0.39606,0.39654,0.00172,,0.37209,0.37147,0.00249,,0.38725,0.39009,0.00293
5/22/21,2021,142,0.39607,0.39519,0.0022,,0.39879,0.3965,0.00171,,0.3728,0.37122,0.00253,,0.39074,0.39095,0.00285
5/23/21,2021,143,0.39849,0.39623,0.00226,,0.3975,0.39655,0.00173,,0.37287,0.37122,0.00245,,0.39224,0.39207,0.00274
5/24/21,2021,144,0.39245,0.3975,0.0022,,0.4004,0.39671,0.00171,,0.36768,0.37127,0.00238,,0.39482,0.39339,0.00274
5/25/21,2021,145,0.40029,0.39901,0.00211,,0.39517,0.39689,0.00166,,0.37161,0.37145,0.00245,,0.39501,0.39485,0.00285
5/26/21,2021,146,0.40283,0.4006,0.00211,,0.39344,0.39707,0.00164,,0.37186,0.37181,0.00253,,0.39359,0.3964,0.00293
5/27/21,2021,147,0.39822,0.40211,0.0022,,0.39522,0.39725,0.00168,,0.37312,0.37255,0.00246,,0.39966,0.39826,0.00285
5/28/21,2021,148,0.40326,0.40339,0.00226,,0.39461,0.39742,0.00174,,0.37217,0.37353,0.00246,,0.39885,0.40054,0.00274
5/29/21,2021,149,0.40484,0.4046,0.0022,,0.39856,0.39758,0.00178,,0.37303,0.37442,0.00253,,0.40014,0.40294,0.00274
5/30/21,2021,150,0.40455,0.40584,0.0022,,0.39803,0.39777,0.00176,,0.37413,0.37561,0.00249,,0.40516,0.40518,0.00285
5/31/21,2021,151,0.40736,0.40685,0.00226,,0.39673,0.39801,0.00174,,0.37719,0.37677,0.00253,,0.40877,0.407,0.00293
6/1/21,2021,152,0.41202,0.40761,0.0022,,0.39785,0.39824,0.00178,,0.37879,0.37758,0.00246,,0.41123,0.40839,0.00285
6/2/21,2021,153,0.40786,0.40826,0.0022,,0.40095,0.39841,0.00181,,0.37963,0.37845,0.00246,,0.41186,0.40962,0.00274
6/3/21,2021,154,0.41335,0.40874,0.00226,,NA,0.39857,0.00178,,0.38034,0.37904,0.00253,,0.41219,0.41071,0.00274
6/4/21,2021,155,0.40552,0.40892,0.0022,,0.40286,0.39875,0.00178,,0.38063,0.37905,0.00249,,0.41166,0.41173,0.00285
6/5/21,2021,156,0.40986,0.40876,0.00211,,0.40213,0.39889,0.0018,,0.38021,0.37897,0.00253,,0.41617,0.41273,0.00293
6/6/21,2021,157,0.40555,0.40844,0.00211,,0.3983,0.3989,0.00177,,0.38033,0.37873,0.00246,,0.4141,0.41365,0.00285
6/7/21,2021,158,0.40564,0.40813,0.0022,,0.39909,0.39883,0.00173,,0.37837,0.37815,0.00246,,0.41122,0.41446,0.00274
6/8/21,2021,159,0.41127,0.408,0.00226,,0.39689,0.39875,0.00175,,0.37732,0.37791,0.00253,,0.41165,0.41516,0.00274
6/9/21,2021,160,0.40963,0.40795,0.0022,,0.39455,0.39874,0.00177,,0.3739,0.37781,0.00249,,0.4118,0.41577,0.00285
6/10/21,2021,161,0.4079,0.40784,0.0022,,0.39782,0.39866,0.00174,,0.37652,0.3778,0.00253,,0.41328,0.41631,0.00293
6/11/21,2021,162,0.40454,0.40781,0.00226,,0.39729,0.39847,0.00172,,0.37414,0.37832,0.00245,,0.41772,0.41686,0.00285
6/12/21,2021,163,0.4062,0.40798,0.0022,,0.40071,0.39841,0.00174,,0.38071,0.37913,0.00238,,0.41681,0.41744,0.00274
6/13/21,2021,164,0.40653,0.40826,0.0022,,0.40114,0.39854,0.00171,,0.38133,0.38002,0.00245,,0.4273,0.41797,0.00274
6/14/21,2021,165,0.41172,0.40845,0.00226,,0.39878,0.39874,0.00168,,0.38068,0.38082,0.00253,,0.42073,0.41835,0.00285
6/15/21,2021,166,0.40852,0.4086,0.0022,,0.39909,0.39896,0.00171,,0.38242,0.38181,0.00246,,0.41938,0.41852,0.00293
6/16/21,2021,167,0.40997,0.40882,0.00211,,0.39702,0.39917,0.00175,,0.38395,0.38307,0.00246,,0.41706,0.41842,0.00285
6/17/21,2021,168,0.40933,0.40904,0.00211,,0.39695,0.3995,0.00172,,0.38496,0.38402,0.00253,,0.41552,0.41809,0.00274
6/18/21,2021,169,0.40901,0.40917,0.0022,,0.3994,0.39997,0.00172,,0.38501,0.38465,0.00249,,0.41595,0.41758,0.00274
6/19/21,2021,170,0.40849,0.40913,0.00226,,0.39777,0.40032,0.00174,,0.38526,0.38516,0.00253,,0.41638,0.41694,0.00285
6/20/21,2021,171,0.40844,0.40897,0.00221,,0.403,0.40055,0.00171,,0.384,0.38535,0.00246,,0.41504,0.41623,0.00293
6/21/21,2021,172,0.40929,0.40874,0.00221,,0.40261,0.40081,0.00165,,0.3854,0.38535,0.00246,,0.41621,0.41542,0.00285
6/22/21,2021,173,0.4086,0.40838,0.00226,,0.4021,0.40108,0.00163,,0.38615,0.38528,0.00253,,0.41537,0.41447,0.00274
6/23/21,2021,174,0.40775,0.4078,0.00222,,0.40326,0.40132,0.00165,,0.38563,0.38504,0.00249,,0.4139,0.41344,0.00274
6/24/21,2021,175,0.40651,0.40707,0.00222,,0.40201,0.40151,0.0017,,0.38386,0.3847,0.00253,,0.41377,0.41239,0.00285
6/25/21,2021,176,0.40772,0.40634,0.00226,,0.40208,0.40163,0.00173,,0.38437,0.38427,0.00246,,0.41387,0.41139,0.00293
6/26/21,2021,177,0.40647,0.4056,0.0022,,0.40145,0.40166,0.00171,,0.38409,0.38367,0.00246,,0.41001,0.41033,0.00287
6/27/21,2021,178,0.405,0.40472,0.00212,,0.402,0.40161,0.00168,,0.3835,0.38313,0.00253,,0.40692,0.40917,0.00287
6/28/21,2021,179,0.40363,0.40379,0.00215,,0.39992,0.40154,0.00171,,0.38234,0.38254,0.00249,,0.40477,0.40804,0.00293
6/29/21,2021,180,0.40173,0.40288,0.00225,,0.39963,0.40149,0.00173,,0.38113,0.38194,0.00253,,0.4054,0.40689,0.00287
